Category,Question,Correct_Answer,Output_Answer,Consistency,Cot
professional_law,"A hot-air balloon touring company operated near a golf course. The company's property was separated from the golf course by a fence on which the company had posted signs warning people not to enter the property because of the dangers of balloons landing. A golfer on the golf course hit an errant shot onto the company's property, ignored the warning signs, and jumped over the fence to retrieve her golf ball. At about the same time, one of the company's balloons experienced mechanical problems and had to make an emergency landing to avoid crashing. The balloon, which was out of control when it landed, struck the golfer and injured her. The jurisdiction has decided that hot-air ballooning is an abnormally dangerous activity. In an action by the golfer against the company, does the company have any affirmative defenses? The options are: A) No, because the balloon was out of control when it struck the golfer., B) No, because the company was engaged in an abnormally dangerous activity., C) Yes, because the balloon landed to avoid crashing., D) Yes, because the golfer assumed the risk by coming onto the company's property.",D,D,True,
professional_law,"A regulation prevents persons with a drug arrest and conviction and/or those undergoing current treatment for drug abuse from working in certain state run facilities for the safety of the general public. One employee of the department of treasury brought an action claiming a denial of equal protection and due process by taking away his right to a job. It is claimed that the prohibition is necessary to protect the public from potential problems that could arise. Which test of constitutional validity would be likely applied to this regulation? The options are: A) Strict scrutiny, since drug users are a special class of persons often discriminated against by the public., B) Intermediate scrutiny, because, like gender, this can be a sensitive area where discrimination is common., C) The rational basis test, because discrimination is generally favored with drug users or even those getting treatment., D) The rational basis test, because the regulation need only be related to a legitimate state interest to be valid.",D,D,True,
professional_law,"A law student and two friends were at a mall peacefully handing out fliers in protest of U.S. Middle East policy. The mall owner called the police, who warned them to stop or they would be arrested. They returned the next day and continued to leaflet. The police came again and issued another warning. The law student left to avoid arrest, but the police arrested his companions for criminal trespass and loitering. The law student, in an attempt to get an advance ruling on the constitutionality of the criminal statutes, filed a declaratory judgment action in federal court asking for declaratory relief. Based on Supreme Court precedent will the federal district court dismiss the declaratory judgment action? The options are: A) Yes, the declaratory relief would interfere with existing state prosecutions and would therefore be disallowed for reasons of equity and comity., B) No, because a federal plaintiff may seek a declaratory judgment even if he is not threatened with a state prosecution on the state statute., C) No, because the law student can show a genuine threat of enforcement against him, as evidenced by the arrest of his companions and prior warnings., D) Yes, the declaratory relief would be premature because the law student's fears of a future arrest are entirely speculative on his part.",C,A,True,
professional_law,"If there is a conflict between a congressional act and a valid treaty, how is it resolved? The options are: A) The congressional act always prevails, B) The valid treaty always prevails, C) The last in time prevails, D) The president decides",C,C,True,
professional_law,"A state has recently enacted a statute wherein aliens are forbidden from owning more than 10 acres of land within the state. Subsequent to the statute a resident alien enters into a contract to buy 50 acres of land located in the state. Assume that the statute empowers the state to bring an ejectment action against any alien who owns more than 10 acres of land. If the resident alien brings an action in federal court to enjoin the state from enforcing the statute against him, his best argument is The options are: A) the statute violates the privileges or immunities clause of the Fourteenth Amendment., B) the statute violates the contract clause., C) the statute violates the commerce clause in that it interferes with land ownership., D) the statute violates the equal protection clause of the Fourteenth Amendment.",D,D,True,
professional_law,"A property owner held title in fee simple to a tract of 20 acres located outside the boundaries of the city. Thereafter, the property owner constructed a shopping center on the property and leased commercial buildings and parking facilities to various tenants. The shopping center, which was located near a public high school, attracted many teenagers who often loitered in the parking lot. The youths frequently harassed shoppers and damaged autos by breaking off windshield wipers and radio antennas. Customarily, the local police department patrolled the shopping center and drove by three or four times each day. This, however, did not prevent the teenagers from hanging out at the shopping center. One afternoon, a shopper was shopping at the center when an unidentified youth damaged her car by throwing a rock through the back window. The shopper brings an action against the property owner to recover for the damage to her auto. She will most likely The options are: A) prevail, unless the person who was responsible for damaging her car can be identified., B) prevail, if the damage to her car could have been prevented had the property owner taken reasonable security measures., C) not prevail, because the car was damaged by the malicious acts of an independent third person., D) not prevail, because the local police had the primary duty to provide security protection at the shopping area.",B,B,True,
professional_law,"An orange grove and a vineyard are adjoining tracts of land located in a county. In 2006, a farmer purchased the orange grove, a 10-acre tract, in fee simple absolute. The vineyard, a 20-acre tract situated to the north of the orange grove, was owned by a rancher in fee simple absolute. A remote predecessor of the farmer had granted to a shepherd a way for egress and ingress across the orange grove under such terms and circumstances that an easement appurtenant to the vineyard was created. This right-of-way was executed by deed and properly recorded. The shepherd, however, never made any actual use of the right-of-way. In 2010, the rancher conveyed the vineyard to the farmer. The next year, the farmer conveyed the vineyard by deed to an investor for a consideration of $200,000, receipt of which was acknowledged. Neither the rancher farmer deed nor the farmer  investor deed contained any reference to the easement for right-of-way. The investor has now claimed that she has a right-of-way across the orange grove. The farmer, on the other hand, has informed the investor that no such easement exists. Assume that the orange grove abuts a public highway. The only access to that public highway for the vineyard is across the orange grove. If the investor initiates an appropriate action to determine her right to use the right-of-way across the orange grove, she should The options are: A) prevail, because an easement by implication arose from the farmer's conveyance to the investor., B) prevail, because once an easement is properly recorded, it remains in effect ad finem until expressly released., C) not prevail, because any easements were extinguished by merger when the farmer acquired a fee simple in the vineyard., D) not prevail, because the deed of conveyance from the farmer to the investor failed to contain any mention of the right-of-way.",A,B,True,
professional_law,"A woman was seven months pregnant with her first child. One afternoon, the woman was in the kitchen of her home preparing a snack when she glanced out the window and saw a horrible crime being committed. The woman watched in horror as a local gang member pulled out a handgun and used it to shoot the victim, a member of a rival gang. The gang member did not know anyone was witnessing his act of shooting the victim. The woman watched as the victim collapsed and fell dead on her neighbor's front lawn. As a result of her shock from viewing this horrible incident, the woman suffered a miscarriage. If the woman asserts a claim against the local gang member who shot the victim, the woman will The options are: A) recover, because she suffered a physical injury, rather than just emotional harm., B) recover, because the gang member acted intentionally in shooting the victim., C) not recover, because the woman was not within the zone of danger., D) not recover, because the gang member was unaware that the woman was watching.",D,C,True,
professional_law,"A seat in a movie theater collapsed, causing the customer sitting in that seat to fall to the ground and suffer a back injury. In a personal injury action by the customer against the theater, the customer will most likely The options are: A) recover, because the theater was under an absolute duty of care to make the premises safe for the protection of its customers., B) recover, only if the theater had prior knowledge of the dangerous condition of the seat., C) not recover, because the theater was under no obligation to inspect the premises to discover unknown dangers., D) not recover, unless the theater failed to make a reasonable inspection of the seats for the safety of its customers.",D,D,True,
professional_law,"A defendant was prosecuted for mail fraud. At trial, the defendant moved to have all witnesses excluded from the courtroom, and the court granted the motion. The government named the investigating FBI agent as its designated representative. Upon learning that the agent would be giving testimony during the trial, the defendant moved that the agent also be excluded from the courtroom. Should the defendantÕs motion be granted? The options are: A) No, provided that the government can show that the agentÕs presence is essential to the presentation of its case., B) No, because the government has a right to have its designated representative remain in the courtroom through-out the trial., C) Yes, because the agentÕs testimony might be influenced by the testimony of other witnesses., D) Yes, because the defendant has a right to exclude all persons who may be called as government witnesses.",B,A,True,
professional_law,"Under the Establishment Clause, if a government regulation or statute has no sect preference, it may then be deemed to be valid after it first passes an additional three-pronged test under traditional analysis. Please choose which of the following concepts will NOT help a statute or action to be free from establishment of religion suspicions. The options are: A) It must have a nonspiritual legislative purpose., B) The statute must not foster an excessive government entanglement with religion., C) The statute must prohibit purely secular considerations., D) The statute must have a primary effect that neither advances nor inhibits religion.",C,C,True,
professional_law,"A boyfriend and his girlfriend were attending a house party. While the party was in progress, a few teenagers from the neighborhood vandalized some of the cars parked outside the house. They broke the headlights and stole the battery from the boyfriend's car. When the party ended, the boyfriend and his girlfriend left the house and got into his car. The boyfriend, who was about to drive his girlfriend home, was unaware of what had happened. He tried to start the car, but it wouldn't turn on. Two police officers, who were parked outside the house, watched the boyfriend as he tried to start the car. They then approached the boyfriend and charged him with attempting to violate a local ordinance making it a misdemeanor to drive at night without headlights. The boyfriend's best defense to the charge is The options are: A) factual impossibility., B) mistake of fact., C) entrapment., D) no requisite intent.",D,D,True,
professional_law,"Client thinks she has been slandered. What of the following is not true about slander? The options are: A) It is spoken defamation., B) Plaintiff has to prove special damages, unless it falls into slander per se., C) The statement does not have to be published if it constitutes slander per se., D) There are four slander per se categories.",C,C,True,
professional_law,"A collector owned a rare 16th-century tapestry. The collector contracted in writing to sell the tapestry to a tapestry dealer for $100,000. The contract stipulated that delivery would be ""F. O. B. at the dealer's shop,"" with payment to be made one week after tender. When the dealer received the tapestry, he noticed that it had been damaged in transit. The dealer immediately contacted the collector and notified him that he was rejecting the tapestry because it had ripped apart and was becoming unwoven. The collector told the dealer that he would get back to him with re-shipping instructions. The collector did not make any further contact with the dealer. After four weeks, the dealer then sold the tapestry to a buyer for $120,000. If the collector sues the dealer for damages, the collector should recover The options are: A) $120,000, for conversion., B) $108,000, because the dealer is entitled to a reasonable sum not exceeding 10% on the resale., C) $100,000, which is the contract price., D) $20,000, which covers the difference between the contract price and the sale price.",B,C,False,"Step 1: Understand the term 'F.O.B. at the dealer's shop' - This means 'Free On Board' at the dealer's location, indicating that the seller (collector) is responsible for the goods until they are delivered to the dealer's shop. Therefore, any damage occurring in transit is the seller's responsibility.
Step 2: Recognize the dealer's right to reject - Given the tapestry was damaged upon arrival, the dealer had the right to reject the goods due to their non-conformity with the contract.
Step 3: Consider the collector's failure to provide re-shipping instructions - The collector's lack of response after being notified of the rejection leaves the dealer in a position where he has to decide what to do with the tapestry.
Step 4: Analyze the dealer's action of selling the tapestry - The dealer, after waiting for four weeks without any instructions from the collector, sold the tapestry for $120,000. This action could be seen as an attempt to mitigate the situation or dispose of the rejected goods.
Step 5: Determine the legal basis for damages - The key question is what damages the collector is entitled to, considering the tapestry was rejected due to damage and subsequently sold by the dealer.
Step 6: Evaluate the options given - A) $120,000 for conversion is not applicable because the dealer had the right to reject the damaged goods and was not instructed on their return. B) $108,000 assumes the dealer is entitled to a fee for handling the resale, which is not supported by the given facts. C) $100,000, the contract price, represents the amount the collector would have received had the contract been fulfilled. D) $20,000, the difference between the sale price and the contract price, assumes the dealer made a profit that should go to the collector, which might not directly relate to the damages the collector is entitled to due to the breach (damage during transit).
Step 7: Conclude based on the principle that the collector should be put in the position they would have been in if the contract had been performed without the damage - This leads to the contract price being the most straightforward measure of damages."
professional_law,"A state election code provides that any political organization whose candidate received 20% or more of the vote at the most recent gubernatorial or presidential election is a political party; other political organizations are construed as political bodies. Political parties conduct primaries, and the winning candidates in each office may have their names placed on the ballot. However, nominees of political bodies or any independent candidate may only have their names placed on the ballot if they file a nominating petition signed by not less than 7% of those eligible to vote at the last election for the offices that they are seeking. The time for circulating the petition is 180 days, which is also the deadline governing party candidates in party primaries. An independent candidate, who desires to be listed on the ballot for the office of governor, challenges the constitutionality of this election law. The court will most likely declare this statute The options are: A) unconstitutional, because it is a violation of the First and Fourteenth Amendments' rights of free speech., B) unconstitutional, because it is a violation of the Fourteenth Amendment's due process clause., C) unconstitutional, because it violates the Fifteenth Amendment's voting provisions., D) constitutional, because the election code is nonviolative of the equal protection clause.",D,D,False,"Step 1: Understand the key elements of the election law in question. The law distinguishes between 'political parties' and 'political bodies' or independent candidates based on the percentage of votes received in the most recent gubernatorial or presidential election. Political parties can have their candidates on the ballot through primaries, while others must gather signatures amounting to 7% of the eligible voters from the last election for the office they seek.
Step 2: Analyze the challenge made by the independent candidate. The challenge is based on the constitutionality of the law, specifically regarding the requirements for non-party candidates to get on the ballot.
Step 3: Consider the First and Fourteenth Amendments. The First Amendment protects free speech, and the Fourteenth Amendment provides for equal protection under the law and due process. The challenge could argue that the law restricts the independent candidate's free speech by making it harder for them to get on the ballot compared to party candidates.
Step 4: Consider the Fifteenth Amendment, which deals with the right to vote and not being denied or abridged on account of race, color, or previous condition of servitude. This amendment seems less relevant to the case since the issue at hand does not directly involve voting rights in the context of race, color, or servitude.
Step 5: Evaluate the argument that the law could be unconstitutional under the First and Fourteenth Amendments due to it potentially infringing on free speech and equal protection. The requirement for non-party candidates to gather signatures could be seen as an undue burden that discriminates against them compared to party candidates, thus affecting their free speech and equal protection rights.
Step 6: Consider the argument for the law being constitutional. The state could argue that the law is designed to ensure that only serious candidates get on the ballot, which is a legitimate state interest. The requirement for signatures and the distinction between party and non-party candidates could be seen as reasonable measures to achieve this goal, thus not violating the equal protection clause.
Step 7: Make a judgment based on the balance of arguments. The key issue is whether the law unduly burdens non-party candidates in a way that violates their constitutional rights to free speech and equal protection."
professional_law,"A statute in the state makes it a misdemeanor for any motor vehicle to travel to the left of the center line of any two-way highway, road, or street. Late for a business appointment, a businesswoman was driving north on a highway when she decided to pass the car in front of her. As she swung across the center line into the southbound lane, her vehicle collided with a fire engine. As a result of the accident, the fire engine was delayed in reaching an owner's house, which was entirely destroyed by fire. The owner's home was located approximately one mile from the accident scene. If the owner asserts a claim against thebusinesswoman, he will most likely The options are: A) recover the fair market value of his house before the fire., B) recover that part of his loss that would have been prevented if the businesswoman had not hit the fire truck., C) recover nothing, because the businesswoman was not responsible for causing the fire., D) recover nothing, because the traffic statute was not designed to protect against the type of harm that the owner suffered.",B,D,True,
professional_law,"A defendant was charged with and tried for murder. At trial, the defendant testified that he had acted in self-defense. The trial court instructed the jury that the defendant had the burden of proving by a preponderance of the evidence that he had acted in self-defense. The defendant objected, arguing that this instruction violated the constitutional requirement that the prosecution prove the offense beyond a reasonable doubt. Did the trial court's instruction violate the defendant's federal constitutional rights? The options are: A) No, because due process does not preclude requiring a defendant to prove self-defense by a preponderance of the evidence., B) No, because due process does not regulate the burdens of proof in criminal cases., C) Yes, because due process precludes placing any evidentiary burden on a criminal defendant., D) Yes, because due process precludes requiring a criminal defendant to bear the burden on an issue that would make an act lawful.",A,A,True,
professional_law,"Because of a sudden and unanticipated severe shortage of heating fuel, the President has ordered all offices of federal executive agencies to be open only four days per week. The President's order allows an exception to the extent that emergency circumstances require different hours of operation (as in the case of federal hospitals). When Congress enacted the appropriations statute for operating all federal executive agencies, its members assumed that the offices of those agencies would be open five days per week, but Congress did not include such a requirement in its appropriations statute or in any other statute. Is the President's order constitutional? The options are: A) No, because the heads of the various executive agencies have final responsibility for the operation of those agencies' offices., B) No, because when they passed the statute appropriating monies for the operation of executive agencies, members of Congress assumed that those agencies' offices would be open five days per week., C) Yes, because the Constitution vests the President with plenary authority to direct the administration of all federal agencies in any manner the President deems expedient., D) Yes, because the order relates to the management of the executive branch and is not prohibited by any statute.",B,D,True,
professional_law,"An avowed member of an antigovernment organization was elected president of a union. A senator, in his investigation of infiltration by antigovernment organizations of national labor unions, found a provision in a law passed by Congress that makes it a crime for a member of an antigovernment organization to act as an official of a labor union. After a subsequent legislative hearing, the president is dismissed from his position by the executive committee of the union. During a legislative hearing, the senator made derogatory statements about the president's involvement in an antigovernment organization. In determining whether the president has a valid cause of action against the senator for defamation, which of the following most accurately summarizes the applicable rule of law? The options are: A) Congressional committees do not have the authority to violate a person's Fifth Amendment privilege against self-incrimination., B) A congressman shall not be questioned in any other place for any speech or debate made by him during a congressional hearing., C) The constitutional requirement for actual malice must be proved by the party defamed in order to recover in a defamation suit., D) It is not a denial of due process or of First Amendment rights for a congressional investigative committee member to make such utterances.",B,B,True,
professional_law,"A manufacturer created a new brand of fish tackle which they sold throughout the country. Congress now imposes a tax of 14 cents on each set of tackle sold in the United States. This tax is The options are: A) unconstitutional, because the tackle is sold in interstate commerce., B) unconstitutional, because it interferes with the sovereign right of state governments to engage in intrastate commerce., C) constitutional, because the supremacy clause validates laws enacted by Congress., D) constitutional, because it is within the power of Congress to raise revenue.",D,D,True,
professional_law,"Congress has recently enacted a statute requiring all males between the ages of 18 and 30 to take a physical examination each year. The results of the exam are sent to a government data information center for the purpose of keeping information about men who may be drafted into the military. A 25-year-old law school graduate has herpes. He has recently sent resumes to many governmental agencies. Fearful that the information about his herpes condition will become available, he seeks a declaratory judgment that would forbid the government from requiring him to take a physical examination. Which of the following is the best constitutional basis in support of the federal law? The options are: A) The commerce clause., B) The dormant commerce clause., C) To raise and support an army and navy., D) To provide for the general welfare.",C,C,True,
professional_law,"A plat restriction in a residential subdivision stated that ""no structure shall be built except for dwelling purposes."" A dwelling was erected on one of the lots. Later, the owner of the dwelling attempted to use it as a dental office. The other owners in the subdivision asked the court to enjoin the intended use. Leaving aside zoning issues, will the court likely grant the request to prohibit the intended use? The options are: A) No, the wording is ambiguous and therefore any use is now permitted., B) The wording only restricts the building of the structure and does not restrict its later use so that the owner is entitled to change the use., C) The intention was to enforce a residential use of the property so that the intended change in use will not be allowed., D) A professional use of a building cannot be prohibited by a land restriction.f",C,C,True,
professional_law,"A young man suggested to his friend that they steal a large-screen TV from a neighborÕs house. The friend was angry with the young man and decided to use the opportunity to get even with him by having him arrested. The friend said he would help, and that night, he drove the young man to the neighborÕs house. The young man broke in while the friend remained out-side. The friend called the police on his cell phone and then drove away. Police officers arrived at the scene just as the young man was carrying the TV out the back door. The jurisdiction defines crimes as at common law. Of what crime, if any, can the friend properly be convicted? The options are: A) No crime., B) Conspiracy., C) Burglary., D) Conspiracy and larceny.",A,B,True,
professional_law,"A noted author was writing a screenplay that he was adapting from his novel Quiet Winter. He assigned in writing 25 percent of any future royalties, when and if the screenplay was made into either a movie or a stage play, to his friend, who had subsidized him during his early years as a struggling writer. Shortly after the screenplay was completed, the author was killed in an auto accident. A movie studio then purchased the screenplay from the executors of the author's estate and filmed the movie Quiet Winter, which was a great success. In an action against the executors of the author's estate to recover her percentage of the movie royalties, the friend will most likely The options are: A) lose, because under the circumstances an assignment of future rights is unenforceable., B) lose, because the attempted gift of royalties failed for non-delivery., C) win, because she was an intended beneficiary., D) win, because the assignment of future rights is enforceable.",A,D,False,"Step 1: Understand the scenario - An author assigns 25% of future royalties from a screenplay to a friend in writing. The author dies, and the screenplay is sold and becomes a successful movie. The friend seeks to recover her share of the royalties.
Step 2: Analyze the legal principle of assignment of future rights - Future rights can be assigned if the assignment is clear and specific, and the future rights are identifiable.
Step 3: Consider the argument against enforceability due to non-delivery - Gifts of personal property typically require delivery, but this scenario involves an assignment, not a gift, and is in writing, indicating a formal agreement rather than an informal gift.
Step 4: Evaluate the friend's status as an intended beneficiary - The friend's status as an intended beneficiary is clear from the author's written assignment, which specifically mentions her receiving a portion of future royalties.
Step 5: Determine the enforceability of the assignment of future rights in this context - Given that the assignment was specific, in writing, and for identifiable future rights (royalties from the screenplay), it meets the criteria for enforceability.
Step 6: Conclude based on the analysis - The friend's action against the executors is based on a valid, enforceable assignment of future rights, making her an intended beneficiary entitled to the royalties."
professional_law,"A landowner, being owner in fee simple of a farm conveyed the property by warranty deed to an investor. The investor gave a farmer a mortgage on the farm to secure a loan from the farmer to the investor in the amount of $50,000. The mortgage was recorded immediately. Two years later, the investor conveyed the farm to his friend by quitclaim deed. According to the deed instrument, the friend ""assumed the mortgage. "" The investor then defaulted on the mortgage, and the farmer brought an in personam action against the friend to recover the amount of the mortgage due. The farmer will most likely The options are: A) prevail, because the friend acquired title to the farm by quitclaim deed., B) prevail, because the farmer was a third-party beneficiary under the conveyance between the investor and the friend., C) not prevail, because the conveyance between the investor and the friend did not effectuate a delegation of duties., D) not prevail, unless the land was subject to the mortgage.",B,B,True,
professional_law,"A write-in candidate is a Mexican-American and is of the opinion that he needs a large turnout of Mexican voters in order to win the election. As a result, his campaign manager, decides to mail to every registered Mexican voter a tear-off sticker, which bears the candidate's name and office for which he is running. Since many native Mexican people are not proficient in reading and writing English, the campaign manager believes that many of the voters will have difficulty writing the candidate's name and office on the ballot. As a result, the campaign manager has mounted an extensive media campaign to inform voters on how to apply the stickers to the ballot. Five months prior to the election an election official notifies the candidate's campaign committee that the tear-off stickers do not comply with the state statute. In her letter, the official explains that state election officials are of the opinion that it is necessary for potential voters to write the candidate's name in ink. Therefore, she concludes that the stickers do not comply with statutory requirements. Three weeks later, the candidate filed suit in federal district court against state election officials claiming that their interpretation of the state statute violates the U. S. Constitution. Which of the following, if established, sets forth the strongest constitutional argument supporting the election official's interpretation of the statute? The options are: A) Voter turnout among registered Mexican American voters who lack proficiency in English has been less than 1% of the entire state total in recent elections., B) A state statute requires that each voting booth be equipped with an ink pen to facilitate the writing in of votes., C) Since large numbers of write-in votes generally increase the time needed to count all votes, it is necessary to cast such votes in a uniform manner., D) The potential for voting fraud is substantially greater with preprinted stickers.",D,D,True,
professional_law,"A manufacturer sued a buyer in federal court for failing to make timely payments under the parties' sales contract. The case was tried to the court solely on documentary evidence. Immediately after the close of the evidence, the judge announced from the bench, ""Judgment shall be entered for the manufacturer,"" and judgment was so entered. The buyer has appealed the judgment. What is the buyer's best argument for persuading the appellate court to reverse the judgment? The options are: A) The judgment is clearly erroneous because it was based solely on documentary evidence., B) The manufacturer was required to file proposed findings and conclusions before the trial court ruled., C) The trial court erred because it announced the judgment without giving the parties an opportunity to submit proposed findings and conclusions., D) The trial court erred by not providing findings and conclusions.",D,D,True,
professional_law,"The President and sole stockholder of a small business negotiated to sell the business to an individual investor. The parties met and signed a ""Letter Agreement"", which set forth the price, down payment amount, financing terms, the assets to be included, and a host of other pertinent details. The final closing date was not stated, but the purchasers left a down payment of $20,000 with the seller. The letter stated that the terms comprised their essential agreement, but that a formal document would be drafted by the parties' attorneys. Before that happened, the seller returned the check and refused to perform. The investor brought an equity action for specific performance to compel the sale. The equity court ruled that there was a complete and binding contract that must be specifically performed. Will the appellate court likely affirm the lower court's decision? The options are: A) No, because closing date was left out and the attorneys were supposed to compose the final contract with all of the remaining details put in., B) No, because this type of letter is basically a ""gentlemen's agreement"" that is not intended to be legally binding., C) Yes, because a letter of intent is legally binding if it sets forth the price, describes the business and is signed by both parties., D) Yes, because where the letter contains all of the essential terms required for a contract, it will be enforced as a contract.",D,D,True,
professional_law,"In her request for jury instructions on the defense of duress, a defendant argued that she should have the burden of producing some evidence of duress, but the prosecution should be required to disprove duress beyond a reasonable doubt. The trial court denied the defendant's request and instead instructed the jury that the defendant had the burden of proof to establish the defense of duress by a preponderance of the evidence. After she was convicted by the jury, the defendant claims on appeal that the jury instructions regarding duress violated the due process clause. Were the jury instructions correct? The options are: A) No, because the prosecution bears the burden of proof beyond a reasonable doubt on all elements and defenses produced at trial by a defendant., B) No, because the jury instruction impermissibly shifts the burden of proof to the defendant., C) No, because the defense of duress is no longer a recognized defense in federal prosecutions, although it was recognized at common law, and is recognized in most state courts., D) Yes, because the defense has the burden of proving the defense of duress by a preponderance of the evidence.",D,D,True,
professional_law,"A man conveyed land by quitclaim deed as a gift to his cousin, who did not then record the deed or take possession of the land. Six months later, when the man was still in possession, he conveyed the land by quitclaim deed as a gift to a friend, who knew nothing of the deed to the cousin. The friend did not record his deed. The man then vacated the land, and the friend took possession. The recording act of the jurisdiction provides as follows: ""No unrecorded conveyance or mortgage of real property shall be good against subsequent purchasers for value without notice, who shall first record."" Recently, the cousin learned about the friend's deed and possession, immediately recorded her deed, and sued the friend for possession and to quiet title. The friend then recorded his deed and raised all available defenses. For whom is the court likely to decide? The options are: A) For the cousin, because she was first in time and the friend was not a purchaser., B) For the cousin, because the friend failed to first record., C) For the friend, because a subsequent good- faith donee has priority over a prior donee who fails to record., D) For the friend, because he was first in possession.",A,D,True,
professional_law,"The owner of a large unimproved tract of land leased it to a tenant for five years at a monthly rental of $1,500. The rental agreement provided that the land was to be used as farmland. Shortly after the tenant took possession of the tract of land, he built thereon, at his own expense, a barn made of lumber, which was 15 feet wide, 20 feet long, and set on loose bricks. The barn increased the appraised market value of the tract of land from $250,000 to $275,000. The tenant then began farming operations on the land. Toward the end of the lease period, the owner informed the tenant that he was going to put the tract of land up for sale. The next month, when the lease expired, the parties settled a dispute over the tenant's right, if any, to compensation for the improvements by the following written agreement:""On the sale of the tract of land, the owner hereby agrees to pay the tenant two-thirds of any sale proceeds in excess of $250,000, provided that tenant may remain on the farm for the next year, rent-free, while the owner tries to sell it. After that time, the tenant may remain on the land until closing of the sale, at a monthly rental of $1,000. ""The owner initially set the asking price at $300,000. After receiving scant interest, the owner decided to reduce the price to $260,000. This price reduction so infuriated the tenant that he thereafter made negative comments about the farm to all of the prospective buyers. Finally, 14 months after the agreement between the owner and the tenant was executed, and after rejecting offers for $240,000 and $250,000, the owner sold the tract of land for $256,000 to a buyer who visited the land while the tenant was away on vacation. Thereupon, the tenant, who had failed to pay the last two months rent as per the agreement, moved out. After closing, the owner refused to pay the tenant any of the sale proceeds, and the tenant brought suit to recover damages for breach of contract. Which of the following is the owner's most persuasive argument in defense of the tenant's suit? The options are: A) The tenant committed an uncured material breach of an implied promise to cooperate in the owner's efforts to sell the property, or at least not to hinder the proposed sale., B) The tenant's negative comments about the farm to prospective buyers amounted to an anticipatory repudiation of the agreement between the owner and the tenant., C) The tenant's failure to pay any rent for the last two months was a material breach of contract that discharged the owner's remaining duties of performance., D) The agreement between the owner and the tenant was voidable because it was a restraint on alienation, since it conditioned a promise to pay for a conveyance of land upon an otherwise invalid leasehold contract.",A,A,True,
professional_law,"After a party where the adults all drank alcohol, with everyone having at least six beers, they started up a game of baseball. The host supplied the bats, balls and gloves. An argument arose at home plate after a controversial call by the umpire, who was inebriated like all of the other participants. The host of the party became enraged at the umpire's decision and hit him in the face, breaking his nose. The umpire pressed charges when he became sober, and the authorities charged the host with criminal battery. At trial, the defense raised the defense of voluntary intoxication, arguing that the host lacked the mentality to form an intent to commit a criminal battery. Will the defense of voluntary intoxication be successful under these facts? The options are: A) Yes, criminal battery is a specific intent crime to which voluntary intoxication may be asserted as a defense., B) Yes, voluntary intoxication is always at least a partial defense to any crime that requires mens rea., C) No, the host was grossly negligent in allowing a group of drunk men to play a dangerous game of hardball, which precluded him from the benefit of the defense., D) No, criminal battery in this case is a general intent crime and the defense of voluntary intoxication is not available.",D,D,True,
professional_law,"On Thursday morning, two plainclothes police officers were shot to death while trying to arrest a bank robber who had just robbed a bank. Following the killings, the police issued an ""all-points-bulletin"" for the arrest of a 40-year-old Caucasian male (height, 6 feet; weight, 150-155 pounds), who had been seen near the location of the bank robbery. On Friday, a security guard at a local department store was walking down Main Street when he noticed a tall, African American man who fit the bank robbery suspect's description in age, height, and weight. The security guard approached the person (and believing him to be the bank robbery suspect), pulled a gun and arrested him. The security guard held the man in custody until the police arrived a short time later. The police officer informed the security guard that he had arrested the wrong person. The man had told the security guard that he was not the man who had committed the bank robbery and shot the police officers. The man was humiliated by the false arrest. If the man asserts a claim for assault against the security guard, he will The options are: A) succeed, if the man saw the security guard pointing the gun at him., B) succeed, if the security guard's mistaken belief was unreasonable., C) not succeed, because the security guard did not intend to injure the man., D) not succeed, because the man did not suffer any injury from the security guard's act.",A,B,True,
professional_law,"A man borrowed $150,000 from a bank to remodel his home and executed a promissory note agreeing to repay the loan over a 10-year period. The loan was secured by a mortgage on the home. The bank promptly recorded the mortgage, which was the only lien on the home at that time. Several months later, the man borrowed $40,000 from his mother in order to purchase a new truck and gave his mother a mortgage on the home to secure repayment of the debt. The mother promptly recorded the mortgage. The man later lost his job and was struggling to make loan payments to both the bank and his mother. To accommodate the man's financial situation, the bank extended the amortization period of its loan to substantially reduce the amount of each monthly payment. The bank did not alter the interest rate or increase the principal amount of the loan. At the time of the modification of the bank loan, the man was not in default in his payments to his mother. Neither the bank nor the man informed the mother of the modification of the bank loan. After the man later missed five payments to his mother, she commenced a foreclosure action. While the action was pending, the mother learned of the bank's loan modification. The mother asserted that her mortgage had become a first lien on the home and that the bank's mortgage had become a second lien. Is the mother's assertion correct? The options are: A) No, because the bank's loan modification was not detrimental to the rights of the mother., B) No, because the man was not in default in his payments to his mother at the time of the bank's loan modification., C) Yes, because the bank's loan modification was made without the mother's prior consent., D) Yes, because the bank's loan modification was material.",A,A,True,
