Unnamed: 0,Category,Question,Consistency,raw_cot,corrected_cot,Correct_Answer,Cot_random_answer,Smv_Answer,Output_Answer,Corrected COT Answer,MAD_Answer,Hallu Seq
1387,college_physics,"Unpolarized light is incident on a pair of ideal linear polarizers whose transmission axes make an angle of 45q with each other. The transmitted light intensity through both polarizers is what percentage of the incident intensity? The options are: A) 100%, B) 75%, C) 50%, D) 25%",True,,,D,D,D,D,D,D,
1388,college_physics,"A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is The options are: A) 0.04 V, B) 0.1 V, C) 2.5 V, D) 10 V",True,,,D,D,D,D,D,D,
1389,college_physics,"The negative muon, mu^-, has properties most similar to which of the following? The options are: A) Electron, B) Meson, C) Photon, D) Boson",True,,,A,A,A,A,A,A,
1390,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is The options are: A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm",True,,,C,"The calculation error in step 7 indicates a need to re-evaluate the approach. Without a correct final calculation, the correct option cannot be determined from the provided steps.","The calculation error in step 7 indicates a need to re-evaluate the approach. Without a correct final calculation, the correct option cannot be determined from the provided steps.","The calculation error in step 7 indicates a need to re-evaluate the approach. Without a correct final calculation, the correct option cannot be determined from the provided steps.","The calculation error in step 7 indicates a need to re-evaluate the approach. Without a correct final calculation, the correct option cannot be determined from the provided steps.","The calculation error in step 7 indicates a need to re-evaluate the approach. Without a correct final calculation, the correct option cannot be determined from the provided steps.",
1391,college_physics,"A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is The options are: A) 1, B) 2, C) 3, D) 5",True,,,D,D,D,D,D,D,
1392,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",True,,,C,C,C,C,C,C,
1393,college_physics,"Characteristic X rays, appearing as sharp lines on a continuous background, are produced when high-energy electrons bombard a metal target. Which of the following processes results in the characteristic X rays? The options are: A) Electrons producing Čerenkov radiation, B) Electrons colliding with phonons in the metal, C) Electrons filling inner shell vacancies that are created in the metal atoms, D) Electrons combining with protons to form neutrons",True,,,C,C,C,C,C,C,
1394,college_physics,"At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ? The options are: A) 414 Hz, B) 427 Hz, C) 433 Hz, D) 440 Hz",True,,,B,A,A,A,A,A,
1395,college_physics,"The mean kinetic energy of the conduction electrons in metals is ordinarily much higher than kT because The options are: A) electrons have many more degrees of freedom than atoms do, B) the electrons and the lattice are not in thermal equilibrium, C) the electrons form a degenerate Fermi gas, D) electrons in metals are highly relativistic",True,,,C,C,C,C,C,C,
1396,college_physics,"If the absolute temperature of a blackbody is increased by a factor of 3, the energy radiated per second per unit area does which of the following? The options are: A) Decreases by a factor of 81., B) Decreases by a factor of 9., C) Increases by a factor of 9., D) Increases by a factor of 81.",True,,,D,D,D,D,D,D,
1397,college_physics,"An atom has filled n = 1 and n = 2 levels. How many electrons does the atom have? The options are: A) 2, B) 4, C) 6, D) 10",True,,,D,D,D,D,D,D,
1398,college_physics,"Sound waves moving at 350 m/s diffract out of a speaker enclosure with an opening that is a long rectangular slit 0.14 m across. At about what frequency will the sound first disappear at an angle of 45q from the normal to the speaker face? The options are: A) 500 Hz, B) 1,750 Hz, C) 2,750 Hz, D) 3,500 Hz",True,,,D,D,D,D,D,D,
1399,college_physics,"A tube of water is traveling at 1/2 c relative to the lab frame when a beam of light traveling in the same direction as the tube enters it. What is the speed of light in the water relative to the lab frame? (The index of refraction of water is 4/3.) The options are: A) 1/2 c, B) 2/3 c, C) 5/6 c, D) 10/11 c",True,,,D,D,D,D,D,D,
1400,college_physics,"A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy? The options are: A) 1/4, B) 1/3, C) 1/2, D) 2/3",True,,,B,B,B,B,B,B,
1401,college_physics,"A magnetic field is directed perpendicular to the plane of a circular coil of area 0.2 m^2 and 250 turns. If the magnetic field is increased from 0.01 T to 0.06 T during a time interval of 0.25 s, the average induced EMF in the coil is The options are: A) 0.04 V, B) 0.1 V, C) 2.5 V, D) 10 V",True,,,D,D,D,D,D,D,
1402,college_physics,"The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is The options are: A) 1.2 * 10^9 m/s, B) 3.0 * 10^8 m/s, C) 1.5 * 10^8 m/s, D) 1.0 * 10^8 m/s",True,,,C,C,C,C,C,C,
1403,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",True,,,C,C,C,C,C,C,
1404,college_physics,"Electromagnetic radiation provides a means to probe aspects of the physical universe. Which of the following statements regarding radiation spectra is NOT correct? The options are: A) Lines in the infrared, visible, and ultraviolet regions of the spectrum reveal primarily the nuclear structure of the sample., B) The wavelengths identified in an absorption spectrum of an element are among those in its emission spectrum., C) Absorption spectra can be used to determine which elements are present in distant stars., D) Spectral analysis can be used to identify the composition of galactic dust.",True,,,A,A,A,A,A,A,
1405,college_physics,"Electromagnetic radiation emitted from a nucleus is most likely to be in the form of The options are: A) gamma rays, B) microwaves, C) ultraviolet radiation, D) visible light",True,,,A,A,A,A,A,A,
1406,college_physics,"Electromagnetic radiation emitted from a nucleus is most likely to be in the form of The options are: A) gamma rays, B) microwaves, C) ultraviolet radiation, D) visible light",True,,,A,A,A,A,A,A,
1407,college_physics,"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following? The options are: A) 600 Hz, B) 606 Hz, C) 612 Hz, D) 618 Hz",True,,,C,C,C,C,C,C,
1408,college_physics,"Electromagnetic radiation emitted from a nucleus is most likely to be in the form of The options are: A) gamma rays, B) microwaves, C) ultraviolet radiation, D) visible light",True,,,A,A,A,A,A,A,
1409,college_physics,"A grating spectrometer can just barely resolve two wavelengths of 500 nm and 502 nm, respectively. Which of the following gives the resolving power of the spectrometer? The options are: A) 2, B) 250, C) 5,000, D) 10,000",True,,,B,B,B,B,B,B,
1410,college_physics,"Under ideal conditions, the electric and magnetic fields inside a superconductor are zero. Maxwell’s equations imply that which of the following must be true just outside the surface of the superconductor? The options are: A) B = 0, B) B is perpendicular to the surface., C) B is tangential to the surface., D) B is time independent.",True,,,C,B,B,B,B,B,
1411,college_physics,"A single-electron atom has the electron in the l = 2 state. The number of allowed values of the quantum number m_l is The options are: A) 1, B) 2, C) 3, D) 5",True,,,D,D,D,D,D,D,
1412,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",True,,,C,C,C,C,C,C,
1413,college_physics,"Positronium is an atom formed by an electron and a positron (antielectron). It is similar to the hydrogen atom, with the positron replacing the proton. If a positronium atom makes a transition from the state with n=3 to a state with n=1, the energy of the photon emitted in this transition is closest to The options are: A) 6.0 e, B) 6.8 eV, C) 12.2 eV, D) 13.6 eV",True,,,A,C,C,C,C,C,
1414,college_physics,"A grating spectrometer can just barely resolve two wavelengths of 500 nm and 502 nm, respectively. Which of the following gives the resolving power of the spectrometer? The options are: A) 2, B) 250, C) 5,000, D) 10,000",True,,,B,B,B,B,B,B,
1415,college_physics,"Characteristic X rays, appearing as sharp lines on a continuous background, are produced when high-energy electrons bombard a metal target. Which of the following processes results in the characteristic X rays? The options are: A) Electrons producing Čerenkov radiation, B) Electrons colliding with phonons in the metal, C) Electrons filling inner shell vacancies that are created in the metal atoms, D) Electrons combining with protons to form neutrons",True,,,C,C,C,C,C,C,
1416,college_physics,"The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is The options are: A) 1.2 x 10^9 m/s, B) 3.0 x 10^8 m/s, C) 1.5 x 10^8 m/s, D) 1.0 x 10^8 m/s",True,,,C,C,C,C,C,C,
1417,college_physics,"The best type of laser with which to do spectroscopy over a range of visible wavelengths is The options are: A) a dye laser, B) a helium-neon laser, C) an excimer laser, D) a ruby laser",True,,,A,A,A,A,A,A,
1418,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",True,,,C,C,C,C,C,C,
1419,college_physics,"The primary source of the Sun’s energy is a series of thermonuclear reactions in which the energy produced is c^2 times the mass difference between The options are: A) two hydrogen atoms and one helium atom, B) four hydrogen atoms and one helium atom, C) six hydrogen atoms and two helium atoms, D) three helium atoms and one carbon atom",True,,,B,B,B,B,B,B,
1420,college_physics,"De Broglie hypothesized that the linear momentum and wavelength of a free massive particle are related by which of the following constants? The options are: A) Planck’s constant, B) Boltzmann’s constant, C) The Rydberg constant, D) The speed of light",True,,,A,A,A,A,A,A,
1421,college_physics,"The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are The options are: A) decreased by a factor of 9, B) decreased by a factor of 49, C) decreased by a factor of 81, D) increased by a factor of 9",True,,,A,A,A,A,A,A,
1422,college_physics,"The eigenvalues of a Hermitian operator are always The options are: A) real, B) imaginary, C) degenerate, D) linear",True,,,A,A,A,A,A,A,
1423,college_physics,"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following? The options are: A) 588 Hz, B) 594 Hz, C) 600 Hz, D) 612 Hz",True,,,D,D,D,D,D,D,
1424,college_physics,"The speed of light inside of a nonmagnetic dielectric material with a dielectric constant of 4.0 is The options are: A) 1.2 * 10^9 m/s, B) 3.0 * 10^8 m/s, C) 1.5 * 10^8 m/s, D) 1.0 * 10^8 m/s",True,,,C,C,C,C,C,C,
1425,college_physics,"Which of the following is true about any system that undergoes a reversible thermodynamic process? The options are: A) There are no changes in the internal energy of the system., B) The temperature of the system remains constant during the process., C) The entropy of the system and its environment remains unchanged., D) The entropy of the system and its environment must increase.",True,,,C,C,C,C,C,C,
1426,college_physics,"The suspension cable of a 1,000 kg elevator snaps, sending the elevator moving downward through its shaft. The emergency brakes of the elevator stop the elevator shortly before it reaches the bottom of the shaft. If the elevator fell a distance of 100 m starting from rest, the heat that the brakes must dissipate to bring the elevator safely to rest is The options are: A) 100 J, B) 1,000 J, C) 10,000 J, D) 1,000,000 J",True,,,D,D,D,D,D,D,
1427,college_physics,"A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy? The options are: A) 1/4, B) 1/3, C) 1/2, D) 2/3",True,,,B,B,B,B,B,B,
1428,college_physics,"Protons used in cancer therapy are typically accelerated to about 0.6c. How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest? The options are: A) 0.25mc^2, B) 0.60mc^2, C) 0.67mc^2, D) 1.25mc^2",True,,,A,A,A,A,A,A,
1429,college_physics,"A three-dimensional harmonic oscillator is in thermal equilibrium with a temperature reservoir at temperature T. The average total energy of the oscillator is The options are: A) (1/2) k T, B) kT, C) (3/2) k T, D) 3kT",True,,,D,C,C,C,C,C,
1430,college_physics,"Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the The options are: A) work function of the metal is proportional to the frequency, B) work function of the metal is proportional to the wavelength, C) current in the tube is a linear function of the wavelength, D) potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency",True,,,D,D,D,D,D,D,
1431,college_physics,"The best type of laser with which to do spectroscopy over a range of visible wavelengths is The options are: A) a dye laser, B) a helium-neon laser, C) an excimer laser, D) a ruby laser",True,,,A,A,A,A,A,A,
1432,college_physics,"White light is normally incident on a puddle of water (index of refraction 1.33). A thin (500 nm) layer of oil (index of refraction 1.5) floats on the surface of the puddle. Of the following, the most strongly reflected wavelength is The options are: A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm",True,,,C,"Given the complexity and the correction in the approach, a direct calculation was not provided, but the principle suggests a wavelength that, when adjusted for the refractive index, closely matches the film's thickness. This would typically favor shorter wavelengths within the given options, but without a precise calculation, the selection among the options A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm cannot be definitively determined from the provided steps.","Given the complexity and the correction in the approach, a direct calculation was not provided, but the principle suggests a wavelength that, when adjusted for the refractive index, closely matches the film's thickness. This would typically favor shorter wavelengths within the given options, but without a precise calculation, the selection among the options A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm cannot be definitively determined from the provided steps.","Given the complexity and the correction in the approach, a direct calculation was not provided, but the principle suggests a wavelength that, when adjusted for the refractive index, closely matches the film's thickness. This would typically favor shorter wavelengths within the given options, but without a precise calculation, the selection among the options A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm cannot be definitively determined from the provided steps.","Given the complexity and the correction in the approach, a direct calculation was not provided, but the principle suggests a wavelength that, when adjusted for the refractive index, closely matches the film's thickness. This would typically favor shorter wavelengths within the given options, but without a precise calculation, the selection among the options A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm cannot be definitively determined from the provided steps.","Given the complexity and the correction in the approach, a direct calculation was not provided, but the principle suggests a wavelength that, when adjusted for the refractive index, closely matches the film's thickness. This would typically favor shorter wavelengths within the given options, but without a precise calculation, the selection among the options A) 500 nm, B) 550 nm, C) 600 nm, D) 650 nm cannot be definitively determined from the provided steps.",
1433,college_physics,"Which of the following gives the total spin quantum number of the electrons in the ground state of neutral nitrogen (Z = 7)? The options are: A) 1/2, B) 1, C) 3/2, D) 5/2",True,,,C,C,C,C,C,C,
1434,college_physics,"A net force F_A acts on object A, and a net force F_B acts on object B. The mass of object B is twice the mass of object A, and the acceleration of object B is twice that of object A. Which of the following is true of forces F_A and F_B? The options are: A) F_B = 1/4 F_A, B) F_B = 1/2 F_A, C) F_B = 2F_A, D) F_B = 4F_A",True,,,D,D,D,D,D,D,
1435,college_physics,"The best type of laser with which to do spectroscopy over a range of visible wavelengths is The options are: A) a dye laser, B) a helium-neon laser, C) an excimer laser, D) a ruby laser",True,,,A,A,A,A,A,A,
1436,college_physics,"A net force F_A acts on object A, and a net force F_B acts on object B. The mass of object B is twice the mass of object A, and the acceleration of object B is twice that of object A. Which of the following is true of forces F_A and F_B? The options are: A) F_B = 1/4 F_A, B) F_B = 1/2 F_A, C) F_B = 2F_A, D) F_B = 4F_A",True,,,D,D,D,D,D,D,
1437,college_physics,"An organ pipe, closed at one end and open at the other, is designed to have a fundamental frequency of C (131 Hz). What is the frequency of the next higher harmonic for this pipe? The options are: A) 44 Hz, B) 196 Hz, C) 262 Hz, D) 393 Hz",True,,,D,D,D,D,D,D,
1438,college_physics,"One end of a horizontal, massless spring is attached to a wall. A mass of 0.30 kg is attached to the other end of the spring and rests on a table. The mass is displaced 0.030 m from its equilibrium position and released. It has a speed of 0.040 m/s as it passes through its equilibrium position. In the absence of friction, what is the total mechanical energy of the system? The options are: A) 0.24 mJ, B) 0.38 mJ, C) 0.48 mJ, D) 0.75 mJ",True,,,A,A,A,A,A,A,
1439,college_physics,"The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are The options are: A) decreased by a factor of 9, B) decreased by a factor of 49, C) decreased by a factor of 81, D) increased by a factor of 9",True,,,A,A,A,A,A,A,
1440,college_physics,"A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy? The options are: A) 1/4, B) 1/3, C) 1/2, D) 2/3",True,,,B,B,B,B,B,B,
1441,college_physics,"The quantum efficiency of a photon detector is 0.1. If 100 photons are sent into the detector, one after the other, the detector will detect photons The options are: A) exactly 10 times, B) an average of 10 times, with an rms deviation of about 0.1, C) an average of 10 times, with an rms deviation of about 1, D) an average of 10 times, with an rms deviation of about 3",True,,,D,D,D,D,D,D,
1442,college_physics,"Electromagnetic radiation emitted from a nucleus is most likely to be in the form of The options are: A) gamma rays, B) microwaves, C) ultraviolet radiation, D) visible light",True,,,A,A,A,A,A,A,
1443,college_physics,"The primary source of the Sun’s energy is a series of thermonuclear reactions in which the energy produced is c^2 times the mass difference between The options are: A) two hydrogen atoms and one helium atom, B) four hydrogen atoms and one helium atom, C) six hydrogen atoms and two helium atoms, D) three helium atoms and one carbon atom",True,,,B,B,B,B,B,B,
1444,college_physics,"Two identical satellites, A and B, are in circular orbits around Earth. The orbital radius of A is twice that of B. Which of the following gives the ratio of the angular momentum of A to the angular momentum of B? The options are: A) 4, B) 2, C) sqrt(2), D) 1/sqrt(2)",True,,,C,C,C,C,C,C,
1445,college_physics,"A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying? The options are: A) 150 m, B) 288 m, C) 360 m, D) 450 m",True,,,D,D,D,D,D,D,
1446,college_physics,"Electromagnetic radiation provides a means to probe aspects of the physical universe. Which of the following statements regarding radiation spectra is NOT correct? The options are: A) Lines in the infrared, visible, and ultraviolet regions of the spectrum reveal primarily the nuclear structure of the sample., B) The wavelengths identified in an absorption spectrum of an element are among those in its emission spectrum., C) Absorption spectra can be used to determine which elements are present in distant stars., D) Spectral analysis can be used to identify the composition of galactic dust.",True,,,A,A,A,A,A,A,
1447,college_physics,"Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the The options are: A) work function of the metal is proportional to the frequency, B) work function of the metal is proportional to the wavelength, C) current in the tube is a linear function of the wavelength, D) potential difference necessary to stop the emitted electrons is a linear function of the frequency above the threshold frequency",True,,,D,D,D,D,D,D,
1448,college_physics,"Which of the following lasers utilizes transitions that involve the energy levels of free atoms? The options are: A) Diode laser, B) Dye laser, C) Free-electron laser, D) Gas laser",True,,,D,D,D,D,D,D,
1449,college_physics,"Electromagnetic radiation emitted from a nucleus is most likely to be in the form of The options are: A) gamma rays, B) microwaves, C) ultraviolet radiation, D) visible light",True,,,A,A,A,A,A,A,
1450,college_physics,"The energy from electromagnetic waves in equilibrium in a cavity is used to melt ice. If the Kelvin temperature of the cavity is increased by a factor of two, the mass of ice that can be melted in a fixed amount of time is increased by a factor of The options are: A) 2, B) 4, C) 8, D) 16",True,,,D,D,D,D,D,D,
1451,college_physics,"The emission spectrum of the doubly ionized lithium atom Li++ (Z = 3, A = 7) is identical to that of a hydrogen atom in which all the wavelengths are The options are: A) decreased by a factor of 9, B) decreased by a factor of 49, C) decreased by a factor of 81, D) increased by a factor of 9",True,,,A,A,A,A,A,A,
1452,college_physics,"Consider an electron in the n = 4, l = 1 state in hydrogen. Which of the following final states can NOT be reached by an allowed transition? The options are: A) n = 3, l = 2, B) n = 3, l = 1, C) n = 3, l = 0, D) n = 2, l = 0",True,,,B,B,B,B,B,B,
1453,college_physics,"The eigenvalues of a Hermitian operator are always The options are: A) real, B) imaginary, C) degenerate, D) linear",True,,,A,A,A,A,A,A,
1454,high_school_statistics,"The probability is 0.2 that a value selected at random from a normal distribution with mean 600 and standard deviation 15 will be above what number? The options are: A) 0.84, B) 603.8, C) 612.6, D) 587.4",True,,,C,C,C,C,C,C,
1455,high_school_statistics,"Which of the following is a binomial random variable? The options are: A) The number of tosses before a ""5"" appears when tossing a fair die., B) The number of points a hockey team receives in 10 games, where two points are awarded for wins, one point for ties, and no points for losses., C) The number of hearts out of five cards randomly drawn from a deck of 52 cards, without replacement., D) The number of motorists not wearing seat belts in a random sample of five drivers.",True,,,D,D,D,D,D,D,
1456,high_school_statistics,"An experiment is to be conducted to determine whether taking fish oil capsules or garlic capsules has more of an effect on cholesterol levels. In past studies it was noted that daily exercise intensity (low, moderate, high) is associated with cholesterol level, but average sleep length (< 5, 5 - 8, > 8 hours) is not associated with cholesterol level. This experiment should be done The options are: A) by blocking on exercise intensity, B) by blocking on sleep length, C) by blocking on cholesterol level, D) by blocking on capsule type",True,,,A,A,A,A,A,A,
1457,high_school_statistics,"In the casino game of roulette, there are 38 slots for a ball to drop into when it is rolled around the rim of a revolving wheel: 18 red, 18 black, and 2 green. What is the probability that the first time a ball drops into the red slot is on the 8th trial (in other words, suppose you are betting on red every time-what is the probability of losing 7 straight times before you win the first time)? The options are: A) 0.0278, B) 0.0112, C) 0.0053, D) 0.0101",True,,,C,B,B,B,B,B,
1458,high_school_statistics,"Data were collected on two variables X and Y and a least squares regression line was fitted to the data. The estimated equation for this data is y = –2.29 + 1.70x. One point has x = 5, y = 6. What is the residual for this point? The options are: A) 7.91, B) 6.21, C) 0.21, D) –0.21",True,,,D,D,D,D,D,D,
1459,high_school_statistics,"At a large hospital, the durations of emergency room visits, from check-in to discharge, are approximately normally distributed with a mean of 167 minutes and a standard deviation of 76 minutes. Which interval, to the nearest minute, contains the middle 80% of durations? The options are: A) 15 minutes to 319 minutes, B) 53 minutes to 281 minutes, C) 70 minutes to 264 minutes, D) 91 minutes to 243 minutes",True,,,C,C,C,C,C,C,
1460,high_school_statistics,"In a random sample of Toyota car owners, 83 out of 112 said they were satisfied with the Toyota front-wheel drive, while in a similar survey of Subaru owners, 76 out of 81 said they were satisfied with the Subaru four-wheel drive. A 90% confidence interval estimate for the difference in proportions between Toyota and Subaru car owners who are satisfied with their drive systems is reported to be -0.197 ± 0.081. Which is a proper conclusion? The options are: A) The interval is invalid because probabilities cannot be negative., B) The interval is invalid because it does not contain zero., C) Subaru owners are approximately 19.7% more satisfied with their drive systems than are Toyota owners., D) We are 90% confident that the difference in proportions between Toyota and Subaru car owners who are satisfied with their drive systems is between -0.278 and -0.116.",True,,,D,D,D,D,D,D,
1461,high_school_statistics,"For which of the following is it appropriate to use a census? The options are: A) A 95% confidence interval of mean height of teachers in a small town., B) A 95% confidence interval of the proportion of students in a small town who are taking some AP class., C) A two-tailed hypothesis test where the null hypothesis was that the mean expenditure on entertainment by male students at a high school is the same as that of female students., D) None of the above.",True,,,D,D,D,D,D,D,
1462,high_school_statistics,"The mean thrust of a certain model jet engine is 9500 pounds. Concerned that a production process change might have lowered the thrust, an inspector tests a sample of units, calculating a mean of 9350 pounds with a z-score of -2.46 and a P-value of 0.0069. Which of the following is the most reasonable conclusion? The options are: A) 99.31% of the engines produced under the new process will have a thrust under 9350 pounds., B) 99.31% of the engines produced under the new process will have a thrust under 9500 pounds., C) 0.69% of the time an engine produced under the new process will have a thrust over 9500 pounds., D) There is evidence to conclude that the new process is producing engines with a mean thrust under 9500 pounds.",True,,,D,D,D,D,D,D,
1463,high_school_statistics,"A publisher used standard boxes for shipping books. The mean weight of books packed per box is 25 pounds, with a standard deviation of two pounds. The mean weight of the boxes is one pound, with a standard deviation of 0.15 pounds. The mean weight of the packing material used per box is two pounds, with a standard deviation of 0.25 pounds. What is the standard deviation of the weights of the packed boxes? The options are: A) 28.000 pounds, B) 5.290 pounds, C) 4.085 pounds, D) 2.021 pounds",True,,,D,D,D,D,D,D,
1464,high_school_statistics,"The financial aid office at a state university conducts a study to determine the total student costs per semester. All students are charged $4500 for tuition. The mean cost for books is $350 with a standard deviation of $65. The mean outlay for room and board is $2800 with a standard deviation of $380. The mean personal expenditure is $675 with a standard deviation of $125. Assuming independence among categories, what is the standard deviation of the total student costs? The options are: A) $24, B) $91, C) $190, D) $405",True,,,D,D,D,D,D,D,
1465,high_school_statistics,"The total cholesterol level in a large population of people is strongly skewed right with a mean of 210 mg/dL and a standard deviation of 15 mg/dL. If random samples of size 16 are repeatedly drawn from this population, which of the following appropriately describes the sampling distribution of these sample means? The options are: A) The shape is unknown with a mean of 210 and a standard deviation of 15., B) The shape is somewhat skewed right with a mean of 210 and a standard deviation of 3.75., C) The shape is approximately normal with a mean of 210 and a standard deviation of 15., D) The shape is approximately normal with a mean of 210 and a standard deviation of 3.75.",True,,,B,D,D,D,D,D,
1466,high_school_statistics,"An employment placement agency specializes in placing workers in jobs suited for them. From past experience, the agency knows that 20% of all the workers it places will no longer be at the position in which they were placed after one year; however, only 5% of those remaining after the first year leave during the next year. At the start of a year an employer hires 100 workers using this agency, then at the start of the next year the employer hires 100 more. How many of these 200 workers are expected to be on the job at the end of the second year? The options are: A) 140, B) 144, C) 152, D) 156",True,,,D,D,D,D,D,D,
1467,high_school_statistics,"To study the effect of music on piecework output at a clothing manufacturer, two experimental treatments are planned: day-long classical music for one group versus day-long light rock music for another. Which one of the following groups would serve best as a control for this study? The options are: A) A third group for which no music is played, B) A third group that randomly hears either classical or light rock music each day, C) A third group that hears day-long R & B music, D) A third group that hears classical music every morning and light rock every afternoon",True,,,A,A,A,A,A,A,
1468,high_school_statistics,"The relation between studying time (in hours) and grade on a final exam (0-100) in a random sample of students in math class was found to be Grade = 50.25 + 10.2 (h) How will a student’s grade be affected if she studies for two hours? The options are: A) Her grade will go up by 40.05 points., B) Her grade will go up by 20.4 points., C) Her grade will remain unchanged., D) Her grade will down by 10.2 points.",True,,,B,B,B,B,B,B,
1469,high_school_statistics,"In a study on the effect of music on worker productivity, employees were told that a different genre of background music would be played each day and the corresponding production outputs noted. Every change in music resulted in an increase in production. This is an example of The options are: A) the effect of a treatment unit., B) the placebo effect., C) the control group effect., D) sampling error.",True,,,B,B,B,B,B,B,
1470,high_school_statistics,"The registrar’s office at a university has noticed that a large number of students fail to report a change of address. The registrar decides to take a random sample of 150 students from the current directory of students and determine the number of students with the correct addresses on record. He then uses this information to construct a 95 percent confidence interval. Which of the following statements must be true? The options are: A) The true proportion of students at this university with the correct address on record is within the confidence interval constructed., B) Ninety-five percent of students at this university have the correct address on record., C) The true proportion of students at this university with the correct addresses on record is within the confidence interval 95 percent of the time., D) The sample proportion of students at this university with the correct address on record is within the confidence interval.",True,,,D,C,C,C,C,C,
1471,high_school_statistics,"What is a sampling distribution? The options are: A) A distribution of all the statistics that can be found in a given sample, B) A histogram, or other such visual representation, showing the distribution of a sample, C) A normal distribution of some statistic, D) A distribution of all the values taken by a statistic from all possible samples of a given size",True,,,D,D,D,D,D,D,
1472,high_school_statistics,"The waiting times for a new roller coaster ride are normally distributed with a mean of 35 minutes and a standard deviation of 10 minutes. If there are 150,000 riders the first summer, which of the following is the shortest time interval associated with 100,000 riders? The options are: A) 0 to 31.7 minutes, B) 31.7 to 39.3 minutes, C) 25.3 to 44.7 minutes, D) 25.3 to 35 minutes",True,,,C,C,C,C,C,C,
1473,high_school_statistics,"The total cholesterol level in a large population of people is strongly skewed right with a mean of 210 mg/dL and a standard deviation of 15 mg/dL. If random samples of size 16 are repeatedly drawn from this population, which of the following appropriately describes the sampling distribution of these sample means? The options are: A) The shape is unknown with a mean of 210 and a standard deviation of 15., B) The shape is somewhat skewed right with a mean of 210 and a standard deviation of 3.75., C) The shape is approximately normal with a mean of 210 and a standard deviation of 15., D) The shape is approximately normal with a mean of 210 and a standard deviation of 3.75.",True,,,B,D,D,D,D,D,
1474,high_school_statistics,"Suppose H0: p = 0.6, and the power of the test for Ha: p = 0.7 is 0.8. Which of the following is a valid conclusion? The options are: A) The probability of committing a Type I error is 0.1., B) If Ha is true, the probability of failing to reject H0 is 0.2., C) The probability of committing a Type II error is 0.3., D) All of the above are valid conclusions.",True,,,B,B,B,B,B,B,
